,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerName,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,isOwnGoal,match_id,match_date,position,playerId,Venue,xThreat,xThreat_gen,event_type,cumulative_mins,index,id,Score,match_string,team_name,shirtNo,is_open_play,is_progressive,is_pass_into_box,won_possession,key_pass,assist,FinalThirdPasses,is_carry_into_box,progressive_carry,pre_assist,distance,angle,switch
1710,862.0,75.0,45.0,30,73.3,67.4,83.0,2.0,,Successful,"[{'PassEndY': '30.3'}, {'PassEndX': '72.0'}, {'Zone': 'Center'}, {'Angle': '4.66'}, {'Length': '25.3'}, {'StandingSave': True}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passBack', 'passRight', 'finalThird', 'pos']",True,James Maddison,72.0,30.3,,,,,,,,,,,1729302,2023-09-30,AMC,137015.0,Home,-0.002079249925225537,0.0,Pass,83.21666666666667,1425.0,2597531557.0,2 : 1,Tottenham - Liverpool,Tottenham,10.0,True,False,False,False,False,False,True,,,False,37.12276929325183,-1.6058224273654687,False
1711,862.5,75.0,47.0,30,72.0,30.3,83.0,2.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,Cristian Romero,72.8,35.6,,,,,,863.0,,,,,1729302,2023-09-30,DC,323663.0,Home,-0.0015479812183354542,0.0,Carry,83.25,,,,,,,True,False,False,False,False,False,False,,,False,5.360037313302959,1.420983870222,False
1712,863.0,75.0,49.0,30,72.8,35.6,83.0,2.0,,Successful,"[{'Length': '7.1'}, {'Zone': 'Center'}, {'Angle': '1.97'}, {'StandingSave': True}, {'PassEndX': '70.2'}, {'PassEndY': '45.2'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passBack', 'passLeft', 'finalThird', 'pos']",True,Cristian Romero,70.2,45.2,,,,,,,,,,,1729302,2023-09-30,DC,323663.0,Home,-0.0015479812183354542,0.0,Pass,83.28333333333333,1426.0,2597531605.0,2 : 1,Tottenham - Liverpool,Tottenham,17.0,True,False,False,False,False,False,True,,,False,9.945853407325085,1.8352847093441287,False
1713,864.0,75.0,51.0,30,70.3,42.1,83.0,2.0,,Successful,"[{'StandingSave': True}, {'Length': '10.5'}, {'Zone': 'Center'}, {'Angle': '5.17'}, {'PassEndX': '74.7'}, {'PassEndY': '28.2'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passForward', 'passRight', 'finalThird', 'pos']",True,Yves Bissouma,74.7,28.2,,,,,,,,,,,1729302,2023-09-30,DMC,303096.0,Home,0.0026732542386380363,0.0026732542386380363,Pass,83.31666666666666,1427.0,2597531633.0,2 : 1,Tottenham - Liverpool,Tottenham,8.0,True,False,False,False,False,False,True,,,False,14.57978051961003,-1.2642289873404717,False
1714,865.0,75.0,53.0,30,77.3,28.2,83.0,2.0,,Successful,"[{'PassEndY': '83.4'}, {'StandingSave': True}, {'Zone': 'Left'}, {'Longball': True}, {'PassEndX': '84.7'}, {'PlayerCaughtOffside': '345022'}]","['touches', 'finalThird']",True,Pedro Porro,84.7,83.4,,,,,,,,,,,1729302,2023-09-30,DR,362352.0,Home,,,OffsidePass,83.35000000000001,1428.0,2597531709.0,2 : 1,Tottenham - Liverpool,Tottenham,23.0,True,False,False,False,False,False,False,,,False,55.69380575970725,1.4375328819464472,False
1715,674.0,75.0,53.0,26,13.5,45.8,83.0,2.0,,Successful,[],['offsideProvoked'],False,Ibrahima Konaté,,,,,,,,,,,,,1729302,2023-09-30,Sub,345957.0,Away,,,OffsideProvoked,83.35000000000001,1429.0,2597531703.0,2 : 1,Tottenham - Liverpool,Liverpool,5.0,True,False,False,False,False,False,False,,,False,,,False
1716,675.0,76.0,27.0,26,12.1,36.4,84.0,2.0,,Unsuccessful,"[{'Length': '59.4'}, {'FreekickTaken': True}, {'Longball': True}, {'PassEndY': '25.3'}, {'IndirectFreekickTaken': True}, {'Zone': 'Center'}, {'PassEndX': '68.2'}, {'StandingSave': True}, {'Angle': '6.16'}]","['touches', 'passInaccurate', 'passLongBallInaccurate', 'passFreekickInaccurate', 'passForward', 'passRight', 'finalThird', 'pos']",True,Alisson Becker,68.2,25.3,,,,,,,,,,,1729302,2023-09-30,GK,114147.0,Away,,,Pass,83.91666666666667,1430.0,2597532301.0,2 : 1,Tottenham - Liverpool,Liverpool,1.0,False,True,False,False,False,False,False,,,False,57.18758606550901,-0.1953379495849707,True
1717,866.0,76.0,29.0,30,33.7,80.7,84.0,2.0,,Successful,"[{'Angle': '3.44'}, {'Length': '20.1'}, {'StandingSave': True}, {'PassEndX': '15.4'}, {'HeadPass': True}, {'Zone': 'Back'}, {'PassEndY': '72.0'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passHead', 'passBack', 'passRight', 'defensiveThird', 'pos']",True,Destiny Udogie,15.4,72.0,,,,,,,,,,,1729302,2023-09-30,DL,401044.0,Home,-0.0016980088965316675,0.0,Pass,83.95,1431.0,2597532321.0,2 : 1,Tottenham - Liverpool,Tottenham,38.0,True,False,False,False,False,False,False,,,False,20.262773748921944,-2.697809980840152,False
1718,867.0,76.0,32.0,30,15.4,72.0,84.0,2.0,,Successful,[],['ballRecovery'],False,Guglielmo Vicario,,,,,,,,,,,,,1729302,2023-09-30,GK,147863.0,Home,,,BallRecovery,84.0,1432.0,2597532333.0,2 : 1,Tottenham - Liverpool,Tottenham,13.0,True,False,False,True,False,False,False,,,False,,,False
1719,868.0,76.0,32.0,30,15.4,72.0,84.0,2.0,,Successful,"[{'Zone': 'Back'}, {'PassEndX': '24.4'}, {'PassEndY': '75.6'}, {'StandingSave': True}, {'Length': '9.8'}, {'Angle': '0.25'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'defensiveThird', 'pos']",True,Guglielmo Vicario,24.4,75.6,,,,,,,,,,,1729302,2023-09-30,GK,147863.0,Home,0.00032678620938506216,0.00032678620938506216,Pass,84.0,1433.0,2597532369.0,2 : 1,Tottenham - Liverpool,Tottenham,13.0,True,False,False,False,False,False,False,,,False,9.693296652842104,0.3805063771123644,False
