,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerName,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,isOwnGoal,match_id,match_date,position,playerId,Venue,xThreat,xThreat_gen,event_type,cumulative_mins,index,id,Score,match_string,team_name,shirtNo,is_open_play,is_progressive,is_pass_into_box,won_possession,key_pass,assist,FinalThirdPasses,is_carry_into_box,progressive_carry,pre_assist,distance,angle,switch
0,2.0,0.0,0.0,26,0.0,0.0,0.0,1.0,,Successful,[],[],False,Unknown,,,,,,,,,,,,,1729225,2023-10-29,,,Home,,,Start,0.0,0.0,2610406841.0,3 : 0,Liverpool - Nottingham Forest,Liverpool,,True,False,False,False,False,False,False,,,False,,,False
1,2.0,0.0,0.0,174,0.0,0.0,0.0,1.0,,Successful,[],[],False,Unknown,,,,,,,,,,,,,1729225,2023-10-29,,,Away,,,Start,0.0,1.0,2610406825.0,3 : 0,Liverpool - Nottingham Forest,Nottingham Forest,,True,False,False,False,False,False,False,,,False,,,False
2,3.0,0.0,0.0,26,49.7,49.9,0.0,1.0,,Successful,"[{'Zone': 'Back'}, {'PassEndY': '58.1'}, {'Length': '15.4'}, {'PassEndX': '36.0'}, {'Angle': '2.77'}, {'StandingSave': True}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'midThird', 'pos']",True,Dominik Szoboszlai,36.0,58.1,,,,,,,,,,,1729225,2023-10-29,MC,369875.0,Home,-0.003410387363294222,0.0,Pass,0.0,2.0,2610406885.0,3 : 0,Liverpool - Nottingham Forest,Liverpool,8.0,True,False,False,False,False,False,False,,,False,15.96652748721525,2.6022472667622023,False
3,3.5,0.0,3.5,26,36.0,58.1,0.0,1.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,Ibrahima Konaté,39.4,44.3,,,,,,4.0,,,,,1729225,2023-10-29,DC,345957.0,Home,0.003980217131230333,0.003980217131230333,Carry,0.058333333333333334,,,,,,,True,False,False,False,False,False,False,,,False,14.212670403551899,-1.329230619699571,False
4,4.0,0.0,7.0,26,39.4,44.3,0.0,1.0,,Successful,"[{'PassEndX': '56.9'}, {'Angle': '5.62'}, {'Length': '23.4'}, {'StandingSave': True}, {'PassEndY': '23.1'}, {'Zone': 'Center'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,Ibrahima Konaté,56.9,23.1,,,,,,,,,,,1729225,2023-10-29,DC,345957.0,Home,0.003980217131230333,0.003980217131230333,Pass,0.11666666666666667,3.0,2610407029.0,3 : 0,Liverpool - Nottingham Forest,Liverpool,5.0,True,False,False,False,False,False,False,,,False,27.489816296221402,-0.8807156787715645,False
5,5.0,0.0,9.0,26,59.4,22.5,0.0,1.0,,Unsuccessful,"[{'Chipped': True}, {'PassEndX': '85.6'}, {'Angle': '0.86'}, {'Length': '42.2'}, {'PassEndY': '69.5'}, {'Zone': 'Center'}, {'Longball': True}, {'StandingSave': True}]","['touches', 'passInaccurate', 'passChipped', 'passLongBallInaccurate', 'passForward', 'passLeft', 'finalThird', 'pos']",True,Mohamed Salah,85.6,69.5,,,,,,,,,,,1729225,2023-10-29,FWR,108226.0,Home,,,Pass,0.15,4.0,2610407065.0,3 : 0,Liverpool - Nottingham Forest,Liverpool,11.0,True,True,True,False,False,False,False,,,False,53.80929287771769,1.0622537800849947,True
6,3.0,0.0,13.0,174,11.7,31.6,0.0,1.0,,Successful,"[{'Length': '10.6'}, {'Angle': '0.15'}, {'Head': True}, {'Zone': 'Back'}, {'PassEndY': '34.0'}, {'PassEndX': '21.7'}]","['touches', 'clearanceEffective', 'clearanceTotal', 'clearanceHead', 'defensiveThird']",True,Sèrge Aurier,21.7,34.0,,,,,,,,,,,1729225,2023-10-29,DR,83683.0,Away,,,Clearance,0.21666666666666667,5.0,2610407087.0,3 : 0,Liverpool - Nottingham Forest,Nottingham Forest,24.0,True,False,False,False,False,False,False,,,False,10.283968105745952,0.23554498072086322,False
7,4.0,0.0,15.0,174,21.9,34.0,0.0,1.0,,Unsuccessful,"[{'Angle': '5.89'}, {'Length': '8.9'}, {'PassEndX': '29.7'}, {'Zone': 'Back'}, {'PassEndY': '29.0'}, {'HeadPass': True}]","['touches', 'passBackZoneInaccurate', 'passInaccurate', 'shortPassInaccurate', 'passHead', 'passForward', 'passRight', 'defensiveThird', 'pos']",True,Morgan Gibbs-White,29.7,29.0,,,,,,,,,,,1729225,2023-10-29,MR,332867.0,Away,,,Pass,0.25,6.0,2610407109.0,3 : 0,Liverpool - Nottingham Forest,Nottingham Forest,10.0,True,False,False,False,False,False,False,,,False,9.264987857520376,-0.5700404636997102,False
8,6.0,0.0,16.0,26,66.2,73.3,0.0,1.0,,Unsuccessful,"[{'StandingSave': True}, {'Length': '6.5'}, {'PassEndY': '80.1'}, {'Angle': '0.80'}, {'Zone': 'Left'}, {'PassEndX': '70.5'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passForward', 'passLeft', 'finalThird', 'pos']",True,Alexis Mac Allister,70.5,80.1,,,,,,,,,,,1729225,2023-10-29,MC,345319.0,Home,,,Pass,0.26666666666666666,7.0,2610407165.0,3 : 0,Liverpool - Nottingham Forest,Liverpool,10.0,True,False,False,False,False,False,False,,,False,8.045495634204268,1.0069269680141963,False
9,5.0,0.0,17.0,174,27.6,12.9,0.0,1.0,,Successful,[],['ballRecovery'],False,Orel Mangala,,,,,,,,,,,,,1729225,2023-10-29,MC,344073.0,Away,,,BallRecovery,0.2833333333333333,8.0,2610407173.0,3 : 0,Liverpool - Nottingham Forest,Nottingham Forest,5.0,True,False,False,True,False,False,False,,,False,,,False
